nationalInsuranceNumber,lastName,dateOfBirth,nationalAsylumSeekerServiceNumber,group
AB718417D,ZXRAHVUONI,1990-01-01,,RichcBulk
AB320761D,ACEGAAPCDK,1990-01-01,,RichcBulk
AB460321D,CLGNOQTRTE,1990-01-01,,RichcBulk
AB245970D,DXODXODOLN,1990-01-01,,RichcBulk
AB561435D,YUFPCPVRTH,1990-01-01,,RichcBulk
AB162130D,RXCPVXWWYW,1990-01-01,,RichcBulk
AB405021D,RQLXJELNUE,1990-01-01,,RichcBulk
AB708198D,AVSXLQFOMT,1990-01-01,,RichcBulk
AB753161D,RUHYPKEABR,1990-01-01,,RichcBulk
AB860539D,PKFXQQCONU,1990-01-01,,RichcBulk
AB744835D,HHSZEWJPJC,1990-01-01,,RichcBulk
AB414095D,MYHKWJJQTI,1990-01-01,,RichcBulk
AB986083D,VZRGVRXPUO,1990-01-01,,RichcBulk
AB877174D,EBOQYAALHR,1990-01-01,,RichcBulk
AB670522D,LHVMJBUQHJ,1990-01-01,,RichcBulk
AB701519D,YESDTDFWUI,1990-01-01,,RichcBulk
AB775189D,HSWAMDKEHO,1990-01-01,,RichcBulk
AB555438D,SJFFZMKUFT,1990-01-01,,RichcBulk
AB748471D,MTCHCHIVPI,1990-01-01,,RichcBulk
AB722440D,PZWFYUCVIE,1990-01-01,,RichcBulk
AB595046D,BGZNCPDBPS,1990-01-01,,RichcBulk
AB284563D,JARJFIDEDU,1990-01-01,,RichcBulk
AB497816D,SZLHBTRHZM,1990-01-01,,RichcBulk
AB909709D,KGFPNVXXVA,1990-01-01,,RichcBulk
AB240797D,FAGRQJAZDE,1990-01-01,,RichcBulk
AB927925D,QLJKEIOLMU,1990-01-01,,RichcBulk
AB909190D,DEORTDWQVZ,1990-01-01,,RichcBulk
AB497317D,GSOZGDPLGZ,1990-01-01,,RichcBulk
AB102962D,ZVAJWAZBRI,1990-01-01,,RichcBulk
AB850925D,GLXENANVHS,1990-01-01,,RichcBulk
AB213161D,TZRKQKCYTN,1990-01-01,,RichcBulk
AB428451D,HJGKLICZMO,1990-01-01,,RichcBulk
AB443151D,MSYYRPTHAZ,1990-01-01,,RichcBulk
AB150654D,PNILPHVNVC,1990-01-01,,RichcBulk
AB922915D,WCCAJRJWOQ,1990-01-01,,RichcBulk
AB286230D,JISMTGBCUB,1990-01-01,,RichcBulk
AB706960D,IXGWOHPTJA,1990-01-01,,RichcBulk
AB994130D,MFJJCWTKCA,1990-01-01,,RichcBulk
AB494113D,ZGKBKGJBJJ,1990-01-01,,RichcBulk
AB822528D,WEEJRIJKAV,1990-01-01,,RichcBulk
AB487638D,NICMDXBTNU,1990-01-01,,RichcBulk
AB552819D,DNHWTEEDWT,1990-01-01,,RichcBulk
AB804969D,TOZAEZUSGP,1990-01-01,,RichcBulk
AB780148D,TICDYEKLIG,1990-01-01,,RichcBulk
AB327546D,HLHBGPNQPR,1990-01-01,,RichcBulk
AB631423D,DOSHNHFHGG,1990-01-01,,RichcBulk
AB299485D,OOSGCMNFJZ,1990-01-01,,RichcBulk
AB492597D,GXRETYPACG,1990-01-01,,RichcBulk
AB321952D,LITKRYDZXQ,1990-01-01,,RichcBulk
AB192133D,CJVTYJMCUC,1990-01-01,,RichcBulk
AB310856D,HKTDGYQDES,1990-01-01,,RichcBulk
AB876719D,MCGAEEMPAT,1990-01-01,,RichcBulk
AB428585D,QIEGOMWFTN,1990-01-01,,RichcBulk
AB570023D,NOTKIXZDRP,1990-01-01,,RichcBulk
AB834078D,WAVYMLTEFZ,1990-01-01,,RichcBulk
AB263974D,GRRIXQKCDW,1990-01-01,,RichcBulk
AB871747D,MBNTAORUSZ,1990-01-01,,RichcBulk
AB837003D,VDYXRGVUJZ,1990-01-01,,RichcBulk
AB613935D,QKMBLNLBJY,1990-01-01,,RichcBulk
AB277566D,CJLUGWHGKJ,1990-01-01,,RichcBulk
AB720134D,XZPNCXDDYV,1990-01-01,,RichcBulk
AB284884D,TSAPMCCRVR,1990-01-01,,RichcBulk
AB949703D,ZHHABACOEG,1990-01-01,,RichcBulk
AB311496D,HZEQHQLYWT,1990-01-01,,RichcBulk
AB350460D,SAJAEGUGUE,1990-01-01,,RichcBulk
AB556426D,MLOQVGGXCY,1990-01-01,,RichcBulk
AB400365D,FXAKBWUORP,1990-01-01,,RichcBulk
AB974941D,LZLUCONTRG,1990-01-01,,RichcBulk
AB902416D,SVRZRFCYJU,1990-01-01,,RichcBulk
AB612977D,VNXRDMXELJ,1990-01-01,,RichcBulk
AB633789D,RNQIVAVZLM,1990-01-01,,RichcBulk
AB664626D,UYIBLQIHBY,1990-01-01,,RichcBulk
AB716146D,EYDWNBGVSC,1990-01-01,,RichcBulk
AB482468D,YZKQHVZAUO,1990-01-01,,RichcBulk
AB860649D,VGEJRQOYQI,1990-01-01,,RichcBulk
AB812429D,LECZWBKMXC,1990-01-01,,RichcBulk
AB939148D,SUPNFFNVQA,1990-01-01,,RichcBulk
AB603586D,YZQQBIJAOO,1990-01-01,,RichcBulk
AB342695D,CSKWRGBLUN,1990-01-01,,RichcBulk
AB534961D,BLXKZOYPJP,1990-01-01,,RichcBulk
AB389796D,VBXCXYCASP,1990-01-01,,RichcBulk
AB763580D,KSNSTBBDCH,1990-01-01,,RichcBulk
AB349820D,FPGLCBEUKL,1990-01-01,,RichcBulk
AB298830D,QQSBHLNAEW,1990-01-01,,RichcBulk
AB155130D,VEXPNQMPAS,1990-01-01,,RichcBulk
AB734640D,AKSCVXNEDW,1990-01-01,,RichcBulk
AB298178D,PZDXGUUBOT,1990-01-01,,RichcBulk
AB874960D,DOZBFCETTB,1990-01-01,,RichcBulk
AB298495D,KMPXMDUDVG,1990-01-01,,RichcBulk
AB724572D,BKALAVXWSZ,1990-01-01,,RichcBulk
AB591198D,IMBPMGXRRT,1990-01-01,,RichcBulk
AB102014D,UZOVRRZJDG,1990-01-01,,RichcBulk
AB619197D,GGYVVYRWRO,1990-01-01,,RichcBulk
AB135073D,QGYWJNZBSY,1990-01-01,,RichcBulk
AB270645D,QPMHZSHAJM,1990-01-01,,RichcBulk
AB718223D,UZQPEZNSME,1990-01-01,,RichcBulk
AB351301D,XXLPJJXIMX,1990-01-01,,RichcBulk
AB111205D,HLRADSQHQQ,1990-01-01,,RichcBulk
AB613597D,AWKNDSSGED,1990-01-01,,RichcBulk
AB585656D,ALPADRSRXY,1990-01-01,,RichcBulk
AB451185D,CUUHNJWUYW,1990-01-01,,RichcBulk
AB111497D,NDPOLGQSEW,1990-01-01,,RichcBulk
AB132011D,BDXXRSUATW,1990-01-01,,RichcBulk
AB133241D,LIDBHKYPLI,1990-01-01,,RichcBulk
AB312649D,KMMXLYWIHW,1990-01-01,,RichcBulk
AB161336D,FEQSLLSGHE,1990-01-01,,RichcBulk
AB711292D,ZGXDUCTZLJ,1990-01-01,,RichcBulk
AB168636D,UZJGKRDLYM,1990-01-01,,RichcBulk
AB937547D,RQPFKAEHZL,1990-01-01,,RichcBulk
AB756638D,PDRBDPGGXB,1990-01-01,,RichcBulk
AB677626D,XAXMGKAUNC,1990-01-01,,RichcBulk
AB837065D,BGUZYSRRAM,1990-01-01,,RichcBulk
AB791530D,PTDVGTYHBG,1990-01-01,,RichcBulk
AB181782D,CXLIOVYMTI,1990-01-01,,RichcBulk
AB856007D,ZFLAANIXCN,1990-01-01,,RichcBulk
AB821456D,GKGQSKLERH,1990-01-01,,RichcBulk
AB132463D,NGOWQEBHIA,1990-01-01,,RichcBulk
AB243281D,ADMHXGPCRH,1990-01-01,,RichcBulk
AB341950D,FFEZPEXVVO,1990-01-01,,RichcBulk
AB591805D,GWDIWEYQUP,1990-01-01,,RichcBulk
AB433906D,RPBHCYJXEZ,1990-01-01,,RichcBulk
AB608987D,NZOCANHMXM,1990-01-01,,RichcBulk
AB590978D,LLHCZIXRNM,1990-01-01,,RichcBulk
AB494726D,SELKBTYBHR,1990-01-01,,RichcBulk
AB773968D,JHMOPZDJLO,1990-01-01,,RichcBulk
AB709954D,VJSRTIVJPG,1990-01-01,,RichcBulk
AB518476D,KYCZQZPUAZ,1990-01-01,,RichcBulk
AB247326D,AQSALGIBMA,1990-01-01,,RichcBulk
AB550896D,YEKCMDNQYO,1990-01-01,,RichcBulk
AB747751D,WLKIITAKSX,1990-01-01,,RichcBulk
AB452342D,ZAHZTZDKPA,1990-01-01,,RichcBulk
AB278283D,XSZWNLOOGG,1990-01-01,,RichcBulk
AB289691D,XAYQWLBMMQ,1990-01-01,,RichcBulk
AB664162D,JLKXDBHDGL,1990-01-01,,RichcBulk
AB842654D,KUZCIXPDJE,1990-01-01,,RichcBulk
AB735641D,RQPLCCLQNN,1990-01-01,,RichcBulk
AB455157D,QWLHPKLOHP,1990-01-01,,RichcBulk
AB995523D,TOMCGBQJCL,1990-01-01,,RichcBulk
AB254691D,MBWKDJDWIV,1990-01-01,,RichcBulk
AB799031D,WKJZQHLQNW,1990-01-01,,RichcBulk
AB272874D,UXSRMTIRJE,1990-01-01,,RichcBulk
AB940933D,MAMGBVMZJJ,1990-01-01,,RichcBulk
AB895765D,FWFZHHEBIB,1990-01-01,,RichcBulk
AB177404D,YJCLHBPYAZ,1990-01-01,,RichcBulk
AB338875D,KMWBNXSNUF,1990-01-01,,RichcBulk
AB762490D,ZYBYNWWBYQ,1990-01-01,,RichcBulk
AB782113D,QBYVUSEVRL,1990-01-01,,RichcBulk
AB286359D,FFMIRKOOYF,1990-01-01,,RichcBulk
AB246347D,NLJTGHUZYS,1990-01-01,,RichcBulk
AB913717D,MCKBPWCQZH,1990-01-01,,RichcBulk
AB734077D,GEFPENSMLI,1990-01-01,,RichcBulk
AB802609D,FVFGXWSLWU,1990-01-01,,RichcBulk
AB957417D,DSDSRVJHFL,1990-01-01,,RichcBulk
AB733052D,ZDBHNLMGYN,1990-01-01,,RichcBulk
AB271910D,EMRDSMQXEC,1990-01-01,,RichcBulk
AB318274D,GGUZJBCNXG,1990-01-01,,RichcBulk
AB544646D,YSDLXAXOIR,1990-01-01,,RichcBulk
AB426091D,JTUVEXEUZZ,1990-01-01,,RichcBulk
AB358866D,RJTFJPEUCH,1990-01-01,,RichcBulk
AB637321D,RBHUQBBNLC,1990-01-01,,RichcBulk
AB138374D,JXVTRHHBZT,1990-01-01,,RichcBulk
AB164951D,FPGJFVWSXS,1990-01-01,,RichcBulk
AB387369D,TRCFFGFFDG,1990-01-01,,RichcBulk
AB825653D,UIHIXAJKEY,1990-01-01,,RichcBulk
AB277144D,PBAXSWGJZI,1990-01-01,,RichcBulk
AB853891D,EYESVFWYWQ,1990-01-01,,RichcBulk
AB199953D,EYNOCVLKTY,1990-01-01,,RichcBulk
AB916816D,HKXCQAVHRG,1990-01-01,,RichcBulk
AB632408D,QWBPLOWOGF,1990-01-01,,RichcBulk
AB411912D,XEZCTJBBTX,1990-01-01,,RichcBulk
AB721072D,WHEWHTNKDL,1990-01-01,,RichcBulk
AB369968D,ROIEUHMERS,1990-01-01,,RichcBulk
AB828777D,DWJAPJHGZK,1990-01-01,,RichcBulk
AB741228D,GENVDLOHRZ,1990-01-01,,RichcBulk
AB494411D,QGOTVUWBMI,1990-01-01,,RichcBulk
AB402273D,ENBNHPSBWW,1990-01-01,,RichcBulk
AB298186D,BBYYPTTSEI,1990-01-01,,RichcBulk
AB412078D,DNUBPCFWWJ,1990-01-01,,RichcBulk
AB601959D,LYZSEZGQQW,1990-01-01,,RichcBulk
AB507499D,XMFUEFEAUX,1990-01-01,,RichcBulk
AB391621D,FVEQSCTICE,1990-01-01,,RichcBulk
AB136829D,YEUYKXTCRY,1990-01-01,,RichcBulk
AB593783D,BVNLPSXKDR,1990-01-01,,RichcBulk
AB669508D,BJIYTRPKGT,1990-01-01,,RichcBulk
AB384633D,ONKPIPWGWQ,1990-01-01,,RichcBulk
AB479406D,PKSHQTTHPH,1990-01-01,,RichcBulk
AB657071D,YNAXBGJPPR,1990-01-01,,RichcBulk
AB739482D,KEIFZBCRDM,1990-01-01,,RichcBulk
AB109698D,QURZFLYEON,1990-01-01,,RichcBulk
AB210646D,MNBYEPAJGE,1990-01-01,,RichcBulk
AB194393D,ZXMSBVOOAJ,1990-01-01,,RichcBulk
AB825271D,FMRSUYYJVL,1990-01-01,,RichcBulk
AB823774D,FUUYABDIZM,1990-01-01,,RichcBulk
AB678302D,PFCWSBKSGN,1990-01-01,,RichcBulk
AB343227D,MVMFXPTDBR,1990-01-01,,RichcBulk
AB748038D,FIRSXOARQY,1990-01-01,,RichcBulk
AB395175D,COLWEBKEVM,1990-01-01,,RichcBulk
AB566495D,AKPZXRTJEG,1990-01-01,,RichcBulk
AB876636D,JMFTZZCPQI,1990-01-01,,RichcBulk
AB804474D,JLXHWYNBPP,1990-01-01,,RichcBulk
AB143062D,OZBLUUHLMA,1990-01-01,,RichcBulk
AB609820D,AWUYTETCRD,1990-01-01,,RichcBulk
AB399818D,KZZMHJDAHV,1990-01-01,,RichcBulk
AB103392D,PYGGVKMVKZ,1990-01-01,,RichcBulk
AB143016D,QVETXFWWDG,1990-01-01,,RichcBulk
AB958082D,JMYFIBMROY,1990-01-01,,RichcBulk
AB667919D,UKYRRYVLLO,1990-01-01,,RichcBulk
AB649931D,PYMDEMXAVF,1990-01-01,,RichcBulk
AB752412D,XBUHWJNZYG,1990-01-01,,RichcBulk
AB171535D,YVFCKPRGDZ,1990-01-01,,RichcBulk
AB567753D,JNARXRXDMI,1990-01-01,,RichcBulk
AB226490D,QKPHVHZZGU,1990-01-01,,RichcBulk
AB289520D,TVBQVJDEQT,1990-01-01,,RichcBulk
AB821881D,JDUJFFZHTS,1990-01-01,,RichcBulk
AB339019D,KYPKEGKSJR,1990-01-01,,RichcBulk
AB314933D,TTMATMZSWP,1990-01-01,,RichcBulk
AB159772D,UPFVBVPLCI,1990-01-01,,RichcBulk
AB580154D,RRXVSMWEIQ,1990-01-01,,RichcBulk
AB755021D,CKPECSHWFE,1990-01-01,,RichcBulk
AB727794D,QHAMNBOIJW,1990-01-01,,RichcBulk
AB278034D,ITFUBEHPMH,1990-01-01,,RichcBulk
AB350785D,JIKGIRHVJQ,1990-01-01,,RichcBulk
AB384782D,MWLOHVNUCY,1990-01-01,,RichcBulk
AB351244D,XPWCZTWFAS,1990-01-01,,RichcBulk
AB132036D,OKRMZSBTDI,1990-01-01,,RichcBulk
AB440403D,DHAEMBYPPY,1990-01-01,,RichcBulk
AB218045D,YHNBPSMEII,1990-01-01,,RichcBulk
AB768365D,FJCFIIHENA,1990-01-01,,RichcBulk
AB878391D,WJWUITCAYU,1990-01-01,,RichcBulk
AB517821D,CVPNTUESQM,1990-01-01,,RichcBulk
AB347328D,NSBKVCIDHY,1990-01-01,,RichcBulk
AB272547D,WQKXJTPOKP,1990-01-01,,RichcBulk
AB397212D,YRQBYHAPMB,1990-01-01,,RichcBulk
AB524158D,YLVKCRTERL,1990-01-01,,RichcBulk
AB964337D,IIORFUMFTC,1990-01-01,,RichcBulk
AB338503D,LVOTJOBWZL,1990-01-01,,RichcBulk
AB327890D,FVNWACNLNT,1990-01-01,,RichcBulk
AB776539D,ATVLSUDDLS,1990-01-01,,RichcBulk
AB708240D,QTXICFJWLU,1990-01-01,,RichcBulk
AB956829D,HDWOPEFZKR,1990-01-01,,RichcBulk
AB814250D,TISZGRRTGS,1990-01-01,,RichcBulk
AB287844D,ZQAABIEQTR,1990-01-01,,RichcBulk
AB111894D,DMSULKWHJI,1990-01-01,,RichcBulk
AB486397D,HQPSYTGQUD,1990-01-01,,RichcBulk
AB718458D,CEYEIUHBQT,1990-01-01,,RichcBulk
AB860329D,XHBDEXFLHW,1990-01-01,,RichcBulk
AB476331D,HMBNKENBUA,1990-01-01,,RichcBulk
AB540208D,RCZBOIMNQV,1990-01-01,,RichcBulk
AB565884D,CAVWKGEFBF,1990-01-01,,RichcBulk
AB930166D,EPMCDCRCBJ,1990-01-01,,RichcBulk
AB165470D,KYBEURBGYT,1990-01-01,,RichcBulk
AB814638D,KSFNPJBODJ,1990-01-01,,RichcBulk
AB109946D,ALKKTQYKUP,1990-01-01,,RichcBulk
AB464356D,SVDLFAWOXX,1990-01-01,,RichcBulk
AB802350D,RYUJGTDXCT,1990-01-01,,RichcBulk
AB134492D,KYBTQPCZEJ,1990-01-01,,RichcBulk
AB544257D,LXNRNXKGHA,1990-01-01,,RichcBulk
AB118568D,WHKHOMSMPI,1990-01-01,,RichcBulk
AB114992D,NNCGJTOGHL,1990-01-01,,RichcBulk
AB751439D,QSLIRMQNPA,1990-01-01,,RichcBulk
AB425423D,UTIQHIYZJK,1990-01-01,,RichcBulk
AB386873D,XEJBBMFYOP,1990-01-01,,RichcBulk
AB230307D,SJXEXFIAVE,1990-01-01,,RichcBulk
AB620948D,PZISKDWSGQ,1990-01-01,,RichcBulk
AB371117D,MRUIYEEAER,1990-01-01,,RichcBulk
AB203425D,AXOOMKZDKX,1990-01-01,,RichcBulk
AB682187D,KLQADOLCYX,1990-01-01,,RichcBulk
AB823949D,PWEJBBSABA,1990-01-01,,RichcBulk
AB855415D,XKIEVNQQSZ,1990-01-01,,RichcBulk
AB302100D,IXPMZRPOTC,1990-01-01,,RichcBulk
AB330430D,VJMBZWZDIW,1990-01-01,,RichcBulk
AB286878D,CAVVGGXBJW,1990-01-01,,RichcBulk
AB130471D,FPICLEUXHG,1990-01-01,,RichcBulk
AB704213D,MUBDSSLAMT,1990-01-01,,RichcBulk
AB754349D,WMGRZPUPDU,1990-01-01,,RichcBulk
AB281547D,OALWQNYASY,1990-01-01,,RichcBulk
AB866235D,KWUTLOHAUP,1990-01-01,,RichcBulk
AB861445D,BSCKFAKTET,1990-01-01,,RichcBulk
AB157890D,HWXLQWEOSL,1990-01-01,,RichcBulk
AB880626D,AGXQALFMWO,1990-01-01,,RichcBulk
AB577833D,VGWSJCZAJU,1990-01-01,,RichcBulk
AB143401D,FRRNYFLGYK,1990-01-01,,RichcBulk
AB401547D,TWKDNCKWBN,1990-01-01,,RichcBulk
AB916941D,DQNZODKEVD,1990-01-01,,RichcBulk
AB793735D,DHMFCENJKN,1990-01-01,,RichcBulk
AB713213D,ACOAGILUGI,1990-01-01,,RichcBulk
AB567112D,NZVLYMFJFN,1990-01-01,,RichcBulk
AB432722D,YZJRVFDCMU,1990-01-01,,RichcBulk
AB310368D,BMEGWSBZWD,1990-01-01,,RichcBulk
AB709290D,HVWABSHYYT,1990-01-01,,RichcBulk
AB238309D,OHMLANGKJZ,1990-01-01,,RichcBulk
AB954383D,ZYBJWNKVGD,1990-01-01,,RichcBulk
AB394975D,CXNFXIZTAZ,1990-01-01,,RichcBulk
AB663316D,HYJAWXHQLT,1990-01-01,,RichcBulk
AB709772D,IDTJCSWIEV,1990-01-01,,RichcBulk
AB317300D,PDONXBAYUC,1990-01-01,,RichcBulk
AB268591D,UABITIXXNZ,1990-01-01,,RichcBulk
AB873911D,JDVABPFAHL,1990-01-01,,RichcBulk
AB180014D,XFRDHJKYMC,1990-01-01,,RichcBulk
AB253961D,OLXOYGPDTE,1990-01-01,,RichcBulk
AB431159D,RGEUBZBEDO,1990-01-01,,RichcBulk
AB685274D,HTISZJQMQA,1990-01-01,,RichcBulk
AB277743D,ANKNUONNRF,1990-01-01,,RichcBulk
AB141912D,KWXVQDFKLN,1990-01-01,,RichcBulk
AB680575D,FNUKTWSKMK,1990-01-01,,RichcBulk
AB463778D,CVVOMJMDHC,1990-01-01,,RichcBulk
AB463203D,XGBKZLQEBD,1990-01-01,,RichcBulk
AB822706D,YBXGJCNWKI,1990-01-01,,RichcBulk
AB528083D,MRVOCMDGVL,1990-01-01,,RichcBulk
AB499489D,PODNBUOPOC,1990-01-01,,RichcBulk
AB931855D,RWHYOZBOOO,1990-01-01,,RichcBulk
AB375633D,WWOPEVLTMU,1990-01-01,,RichcBulk
AB947510D,MVPLMCVYBK,1990-01-01,,RichcBulk
AB915466D,ZMGONGIDPX,1990-01-01,,RichcBulk
AB597763D,JBDQGGZHBF,1990-01-01,,RichcBulk
AB608931D,HKMBDOCDOF,1990-01-01,,RichcBulk
AB148497D,DYCGBQKFUZ,1990-01-01,,RichcBulk
AB195328D,PYEVNGAGTE,1990-01-01,,RichcBulk
AB939192D,KVKOOALLRB,1990-01-01,,RichcBulk
AB110931D,VQFDYNSXHD,1990-01-01,,RichcBulk
AB988949D,FBWXCGRGQF,1990-01-01,,RichcBulk
AB559286D,HQKHNAGZKQ,1990-01-01,,RichcBulk
AB579764D,GPSWVDBVAR,1990-01-01,,RichcBulk
AB196822D,SAOHEQKGFG,1990-01-01,,RichcBulk
AB219342D,PPCBOANMLZ,1990-01-01,,RichcBulk
AB800276D,RFYBZUWQZS,1990-01-01,,RichcBulk
AB508525D,XMZLZOQJYM,1990-01-01,,RichcBulk
AB289235D,PAJZRXUSQI,1990-01-01,,RichcBulk
AB746200D,GZMWHPCRAY,1990-01-01,,RichcBulk
AB674148D,TPHUCWYIMY,1990-01-01,,RichcBulk
AB145679D,FIXNQLGRWT,1990-01-01,,RichcBulk
AB587695D,IJEEGMCXYU,1990-01-01,,RichcBulk
AB823371D,FLBEDRVWSD,1990-01-01,,RichcBulk
AB474449D,XBUCDNTQZT,1990-01-01,,RichcBulk
AB407544D,QCNMKZXAVG,1990-01-01,,RichcBulk
AB445691D,QQAYZOQJCK,1990-01-01,,RichcBulk
AB561775D,WVYUWFIJMW,1990-01-01,,RichcBulk
AB114644D,GLOIUQVHQZ,1990-01-01,,RichcBulk
AB328241D,DSWLCTHQLK,1990-01-01,,RichcBulk
AB257966D,OUGZPUGKVA,1990-01-01,,RichcBulk
AB317366D,TPAKVPMIUW,1990-01-01,,RichcBulk
AB219676D,RSKUHIXPZW,1990-01-01,,RichcBulk
AB654150D,INVGWSCVTB,1990-01-01,,RichcBulk
AB240591D,RZJUCIAGKK,1990-01-01,,RichcBulk
AB953240D,BHMVTOOKBX,1990-01-01,,RichcBulk
AB179390D,DIECKHDXIT,1990-01-01,,RichcBulk
AB926208D,DGWFUKLJAF,1990-01-01,,RichcBulk
AB972640D,XEHSALKUCK,1990-01-01,,RichcBulk
AB349875D,QESAIEUEVF,1990-01-01,,RichcBulk
AB739072D,CKDCQIXCXW,1990-01-01,,RichcBulk
AB581805D,BQHCPXEXBM,1990-01-01,,RichcBulk
AB193947D,BHGGUNCWCX,1990-01-01,,RichcBulk
AB118257D,OUIKQMGNGQ,1990-01-01,,RichcBulk
AB283698D,WMXESGJVJG,1990-01-01,,RichcBulk
AB389868D,HREXNSTPEC,1990-01-01,,RichcBulk
AB324296D,UFMKEKVCKQ,1990-01-01,,RichcBulk
AB656007D,NJOKAPUHCT,1990-01-01,,RichcBulk
AB504848D,WNYBLKEZGB,1990-01-01,,RichcBulk
AB207776D,UDQKFQYQMJ,1990-01-01,,RichcBulk
AB845295D,XKDOCQMGUJ,1990-01-01,,RichcBulk
AB914735D,GNXLPNMJXQ,1990-01-01,,RichcBulk
AB824118D,FAPVHFFRWG,1990-01-01,,RichcBulk
AB754358D,HHSRRRSQJD,1990-01-01,,RichcBulk
AB651410D,NEFBXTFTGS,1990-01-01,,RichcBulk
AB212378D,BTYGVUHSBV,1990-01-01,,RichcBulk
AB447230D,RMSPDJZZSC,1990-01-01,,RichcBulk
AB271668D,QCGBFZVQBS,1990-01-01,,RichcBulk
AB619618D,PFJPVIVNHH,1990-01-01,,RichcBulk
AB316834D,NBHYJKBTFZ,1990-01-01,,RichcBulk
AB253229D,HRNHASRSZZ,1990-01-01,,RichcBulk
AB406258D,WUROLRGRZR,1990-01-01,,RichcBulk
AB496277D,KJZOXOZEVV,1990-01-01,,RichcBulk
AB521165D,QLTGLKLTJL,1990-01-01,,RichcBulk
AB503074D,EKJTCFSZTJ,1990-01-01,,RichcBulk
AB207255D,GPOBQBNWZS,1990-01-01,,RichcBulk
AB221436D,QJPOPWSZXA,1990-01-01,,RichcBulk
AB545093D,UQGJGXSQIY,1990-01-01,,RichcBulk
AB539034D,VTKTWKWLVY,1990-01-01,,RichcBulk
AB960660D,TYVKDKUMJF,1990-01-01,,RichcBulk
AB339889D,QXTAJZYOAE,1990-01-01,,RichcBulk
AB843025D,RXUEBNNJNU,1990-01-01,,RichcBulk
AB323287D,YBYFHZGMRP,1990-01-01,,RichcBulk
AB241041D,PFSDSBWKVI,1990-01-01,,RichcBulk
AB601541D,RPEZUJHXVK,1990-01-01,,RichcBulk
AB685036D,XCEITKNUWZ,1990-01-01,,RichcBulk
AB969875D,TIAJEVIWRV,1990-01-01,,RichcBulk
AB369524D,ZFYMBFDTSQ,1990-01-01,,RichcBulk
AB572315D,UDEJBHLDXZ,1990-01-01,,RichcBulk
AB410319D,ASUSYDKVAR,1990-01-01,,RichcBulk
AB136571D,OGTSRISJWH,1990-01-01,,RichcBulk
AB146163D,UYVCJRQLKY,1990-01-01,,RichcBulk
AB129364D,DZYZDLIHNB,1990-01-01,,RichcBulk
AB159650D,XJIBGGOMQV,1990-01-01,,RichcBulk
AB162668D,UIAPMNYXNG,1990-01-01,,RichcBulk
AB184551D,CBCMVUWXUI,1990-01-01,,RichcBulk
AB513792D,RXKAUDYBEK,1990-01-01,,RichcBulk
AB434266D,MEGUQAJBVM,1990-01-01,,RichcBulk
AB508175D,VDWFJZTKHW,1990-01-01,,RichcBulk
AB678574D,DUYQAIEVTL,1990-01-01,,RichcBulk
AB807085D,MSSOMMMOSG,1990-01-01,,RichcBulk
AB804855D,CTVTQVGVKD,1990-01-01,,RichcBulk
AB809822D,NNKMVGFMHX,1990-01-01,,RichcBulk
AB122731D,BRFUFAWNUR,1990-01-01,,RichcBulk
AB726924D,BRXOPXNTJV,1990-01-01,,RichcBulk
AB215314D,VBZYNRPFSZ,1990-01-01,,RichcBulk
AB320678D,JLPYPOBRHC,1990-01-01,,RichcBulk
AB761036D,UKUVYHECPR,1990-01-01,,RichcBulk
AB926186D,YECQMFWCUM,1990-01-01,,RichcBulk
AB342229D,XKJJNBLFIE,1990-01-01,,RichcBulk
AB892474D,LRWSVTMGQC,1990-01-01,,RichcBulk
AB675244D,KWALILXOBP,1990-01-01,,RichcBulk
AB411724D,FJHPQFZGTR,1990-01-01,,RichcBulk
AB751619D,AVMVENIUGF,1990-01-01,,RichcBulk
AB827134D,TADXRHQPEZ,1990-01-01,,RichcBulk
AB953876D,QKMALNQDKV,1990-01-01,,RichcBulk
AB570621D,MBAIJBQTAO,1990-01-01,,RichcBulk
AB510668D,FNLAZTQOJT,1990-01-01,,RichcBulk
AB275053D,BUXZTBTGWY,1990-01-01,,RichcBulk
AB544882D,FJYTZAONYP,1990-01-01,,RichcBulk
AB291681D,WTPLOOCHIE,1990-01-01,,RichcBulk
AB268288D,QKPCCSSXCQ,1990-01-01,,RichcBulk
AB769607D,OEPUCSNKDO,1990-01-01,,RichcBulk
AB574227D,QZKRVHXGLY,1990-01-01,,RichcBulk
AB225758D,KGORBFWKAL,1990-01-01,,RichcBulk
AB399856D,XIVAOKPYLR,1990-01-01,,RichcBulk
AB784844D,WCWUAOWXLW,1990-01-01,,RichcBulk
AB630221D,SKXQDENFNN,1990-01-01,,RichcBulk
AB744385D,ROIXMAXMZR,1990-01-01,,RichcBulk
AB268021D,NAKYZNMUWW,1990-01-01,,RichcBulk
AB266619D,FIDUTWOMCV,1990-01-01,,RichcBulk
AB816826D,UCFWZNTIIM,1990-01-01,,RichcBulk
AB171440D,TWQOYWAOKN,1990-01-01,,RichcBulk
AB282435D,SCVLUXQYNK,1990-01-01,,RichcBulk
AB832922D,BETCMUPOKR,1990-01-01,,RichcBulk
AB874260D,QNXQMUZQWW,1990-01-01,,RichcBulk
AB834955D,UJIHQXHOSY,1990-01-01,,RichcBulk
AB236399D,UQNLFCGFQS,1990-01-01,,RichcBulk
